transaction_date,spending_type,category,subcategory,merchant_name,amount,description
2025-12-05,Kebutuhan,Transportation,Fuel,BP,85000.0,
2025-12-05,Keinginan,Food,Dinner,Shaburi,120000.0,
2025-12-06,Keinginan,Pet,Grooming,Fluffy Grooming,87000.0,
2025-12-06,Kebutuhan,Food,Dinner,Warung Pak Budi,117000.0,
2025-12-07,Kebutuhan,Food,Breakfast,Bubur Ayam Pak Haji,45000.0,
2025-12-07,Kebutuhan,"Communication, PC",Internet,MyRepublic,467000.0,
2025-12-07,Kebutuhan,"Communication, PC",Internet,MyRepublic,498000.0,
2025-12-07,Kebutuhan,Transportation,Parking,EasyPark,9000.0,
2025-12-08,Kebutuhan,Transportation,Motorcycle,Yamaha Service,91000.0,
2025-12-08,Kebutuhan,Food,Dinner,Warung Pak Budi,96000.0,
2025-12-08,Keinginan,Relationship,Girlfriend,Senayan City,288000.0,
2025-12-08,Kebutuhan,Transportation,Motorcycle,Yamaha Service,48000.0,
2025-12-09,Kebutuhan,Household,Household Assistance,House Cleaning Service,436000.0,
2025-12-10,Keinginan,Food,Beverages,Chatime,20000.0,
2025-12-10,Keinginan,Pet,Medicine,Guardian Pet,106000.0,
2025-12-10,Kebutuhan,Transportation,Motorcycle,AHASS Honda,117000.0,
2025-12-10,Keinginan,Culture,Apps,Disney+,54000.0,
2025-12-11,Keinginan,Relationship,Girlfriend,Senayan City,245000.0,
2025-12-11,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,64000.0,
2025-12-11,Keinginan,Household,Appliances,iBox,726000.0,
2025-12-11,Kebutuhan,Transportation,Fuel,Shell,49000.0,
2025-12-12,Keinginan,Relationship,Girlfriend,Plaza Indonesia,78000.0,
2025-12-12,Keinginan,Relationship,Work Colleagues,Es Teler 77,136000.0,
2025-12-13,Kebutuhan,Transportation,Fuel,BP,97000.0,
2025-12-13,Keinginan,Transportation,Online Ride,Gojek,71000.0,
2025-12-14,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,101000.0,
2025-12-14,Kebutuhan,Transportation,Motorcycle,AHASS Honda,138000.0,
2025-12-14,Keinginan,Food,Beverages,Chatime,35000.0,
2025-12-14,Kebutuhan,Food,Lunch,Nasi Uduk Bang Udin,22000.0,
2025-12-14,Keinginan,Pet,Vet,Klinik Hewan Sehat,304000.0,
2025-12-14,Kebutuhan,Household,Electric,PLN Prepaid,218000.0,
2025-12-14,Kebutuhan,Transportation,Toll,Flazz BCA,28000.0,
2025-12-14,Keinginan,Pet,Medicine,Guardian Pet,231000.0,
2025-12-14,Keinginan,Relationship,Girlfriend,Plaza Indonesia,213000.0,
2025-12-15,Keinginan,Food,Beverages,Teh Pucuk,14000.0,
2025-12-16,Keinginan,Relationship,Girlfriend,Grand Indonesia Mall,111000.0,
2025-12-16,Kebutuhan,Transportation,Fuel,Pertamina,78000.0,
2025-12-16,Keinginan,Food,Dinner,Pepper Lunch,65000.0,
2025-12-16,Keinginan,Transportation,Motorcycle,Custom Accessories,263000.0,
2025-12-16,Keinginan,Culture,Books,Tokopedia Books,109000.0,
2025-12-16,Keinginan,Food,Dinner,Shaburi,146000.0,
2025-12-17,Kebutuhan,"Communication, PC",Internet,MyRepublic,317000.0,
2025-12-17,Keinginan,Food,Beverages,Teh Pucuk,47000.0,
2025-12-17,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,55000.0,
2025-12-18,Keinginan,Pet,Food,Whiskas Direct,195000.0,
2025-12-18,Keinginan,Pet,Vet,Klinik Hewan Sehat,383000.0,
2025-12-18,Keinginan,Life,Work,Notion,170000.0,
2025-12-18,Kebutuhan,Transportation,Toll,Flazz BCA,72000.0,
2025-12-19,Keinginan,Food,Dinner,Shaburi,209000.0,
2025-12-19,Keinginan,Relationship,Girlfriend,Plaza Indonesia,274000.0,
2025-12-19,Keinginan,Food,Lunch,A&W,176000.0,
2025-12-19,Keinginan,Food,Beverages,Kopi Kenangan,49000.0,
2025-12-20,Keinginan,Relationship,Girlfriend,Pondok Indah Mall,292000.0,
2025-12-20,Kebutuhan,Transportation,Fuel,Shell,89000.0,
2025-12-20,Keinginan,Relationship,Girlfriend,Senayan City,288000.0,
2025-12-20,Keinginan,Relationship,Girlfriend,AEON Mall,282000.0,
2025-12-20,Keinginan,Relationship,Girlfriend,AEON Mall,259000.0,
2025-12-21,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,95000.0,
2025-12-21,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,36000.0,
2025-12-21,Keinginan,Food,Dinner,Marugame Udon,226000.0,
2025-12-22,Keinginan,Culture,Apps,YouTube Premium,72000.0,
2025-12-22,Kebutuhan,Food,Dinner,Nasi Padang Sederhana,23000.0,
2025-12-22,Kebutuhan,Household,Bath,Watson,68000.0,
2025-12-22,Keinginan,Food,Dinner,Pepper Lunch,76000.0,
2025-12-23,Kebutuhan,Food,Beverages,Indomaret,13000.0,
2025-12-23,Kebutuhan,Food,Dinner,Ayam Bakar Mas Agus,94000.0,
2025-12-23,Kebutuhan,Food,Lunch,Mie Ayam Pak Dhe,27000.0,
2025-12-23,Kebutuhan,Transportation,Fuel,Pertamina,87000.0,
